Mês,Código SH2,Descrição SH2,Exportação - 2025 - Valor US$ FOB,Exportação - 2025 - Quilograma Líquido,Importação - 2025 - Valor US$ FOB,Importação - 2025 - Quilograma Líquido,Exportação - 2024 - Valor US$ FOB,Exportação - 2024 - Quilograma Líquido,Importação - 2024 - Valor US$ FOB,Importação - 2024 - Quilograma Líquido,Exportação - 2023 - Valor US$ FOB,Exportação - 2023 - Quilograma Líquido,Importação - 2023 - Valor US$ FOB,Importação - 2023 - Quilograma Líquido,Exportação - 2022 - Valor US$ FOB,Exportação - 2022 - Quilograma Líquido,Importação - 2022 - Valor US$ FOB,Importação - 2022 - Quilograma Líquido,Exportação - 2021 - Valor US$ FOB,Exportação - 2021 - Quilograma Líquido,Importação - 2021 - Valor US$ FOB,Importação - 2021 - Quilograma Líquido,Exportação - 2020 - Valor US$ FOB,Exportação - 2020 - Quilograma Líquido,Importação - 2020 - Valor US$ FOB,Importação - 2020 - Quilograma Líquido,Exportação - 2019 - Valor US$ FOB,Exportação - 2019 - Quilograma Líquido,Importação - 2019 - Valor US$ FOB,Importação - 2019 - Quilograma Líquido,Exportação - 2018 - Valor US$ FOB,Exportação - 2018 - Quilograma Líquido,Importação - 2018 - Valor US$ FOB,Importação - 2018 - Quilograma Líquido,Exportação - 2017 - Valor US$ FOB,Exportação - 2017 - Quilograma Líquido,Importação - 2017 - Valor US$ FOB,Importação - 2017 - Quilograma Líquido,Exportação - 2016 - Valor US$ FOB,Exportação - 2016 - Quilograma Líquido,Importação - 2016 - Valor US$ FOB,Importação - 2016 - Quilograma Líquido,Exportação - 2015 - Valor US$ FOB,Exportação - 2015 - Quilograma Líquido,Importação - 2015 - Valor US$ FOB,Importação - 2015 - Quilograma Líquido,Exportação - 2014 - Valor US$ FOB,Exportação - 2014 - Quilograma Líquido,Importação - 2014 - Valor US$ FOB,Importação - 2014 - Quilograma Líquido,Exportação - 2013 - Valor US$ FOB,Exportação - 2013 - Quilograma Líquido,Importação - 2013 - Valor US$ FOB,Importação - 2013 - Quilograma Líquido,Exportação - 2012 - Valor US$ FOB,Exportação - 2012 - Quilograma Líquido,Importação - 2012 - Valor US$ FOB,Importação - 2012 - Quilograma Líquido,Exportação - 2011 - Valor US$ FOB,Exportação - 2011 - Quilograma Líquido,Importação - 2011 - Valor US$ FOB,Importação - 2011 - Quilograma Líquido,Exportação - 2010 - Valor US$ FOB,Exportação - 2010 - Quilograma Líquido,Importação - 2010 - Valor US$ FOB,Importação - 2010 - Quilograma Líquido,Exportação - 2009 - Valor US$ FOB,Exportação - 2009 - Quilograma Líquido,Importação - 2009 - Valor US$ FOB,Importação - 2009 - Quilograma Líquido,Exportação - 2008 - Valor US$ FOB,Exportação - 2008 - Quilograma Líquido,Importação - 2008 - Valor US$ FOB,Importação - 2008 - Quilograma Líquido,Exportação - 2007 - Valor US$ FOB,Exportação - 2007 - Quilograma Líquido,Importação - 2007 - Valor US$ FOB,Importação - 2007 - Quilograma Líquido,Exportação - 2006 - Valor US$ FOB,Exportação - 2006 - Quilograma Líquido,Importação - 2006 - Valor US$ FOB,Importação - 2006 - Quilograma Líquido,Exportação - 2005 - Valor US$ FOB,Exportação - 2005 - Quilograma Líquido,Importação - 2005 - Valor US$ FOB,Importação - 2005 - Quilograma Líquido,Exportação - 2004 - Valor US$ FOB,Exportação - 2004 - Quilograma Líquido,Importação - 2004 - Valor US$ FOB,Importação - 2004 - Quilograma Líquido,Exportação - 2003 - Valor US$ FOB,Exportação - 2003 - Quilograma Líquido,Importação - 2003 - Valor US$ FOB,Importação - 2003 - Quilograma Líquido,Exportação - 2002 - Valor US$ FOB,Exportação - 2002 - Quilograma Líquido,Importação - 2002 - Valor US$ FOB,Importação - 2002 - Quilograma Líquido,Exportação - 2001 - Valor US$ FOB,Exportação - 2001 - Quilograma Líquido,Importação - 2001 - Valor US$ FOB,Importação - 2001 - Quilograma Líquido,Exportação - 2000 - Valor US$ FOB,Exportação - 2000 - Quilograma Líquido,Importação - 2000 - Valor US$ FOB,Importação - 2000 - Quilograma Líquido,Exportação - 1999 - Valor US$ FOB,Exportação - 1999 - Quilograma Líquido,Importação - 1999 - Valor US$ FOB,Importação - 1999 - Quilograma Líquido,Exportação - 1998 - Valor US$ FOB,Exportação - 1998 - Quilograma Líquido,Importação - 1998 - Valor US$ FOB,Importação - 1998 - Quilograma Líquido,Exportação - 1997 - Valor US$ FOB,Exportação - 1997 - Quilograma Líquido,Importação - 1997 - Valor US$ FOB,Importação - 1997 - Quilograma Líquido
01. Janeiro,62,"Vestuário e seus acessórios, exceto de Malha",35806,823,304090,26036,47036,981,276299,44948,194157,3586,2029770,232701,156018,9500,180201,26593,54398,4212,387047,42503,10296,491,1212676,103520,191743,9657,1955249,182273,65474,4693,1148876,121128,26465,2065,28274,1748,8643,159,628096,42378,126991,6192,2378154,180772,23668,888,201539,13191,60873,3214,2107005,122681,11986,538,1320686,59153,65004,3940,1212112,98881,84061,1166,1154414,92654,138222,5872,0,0,309306,18357,13616,1844,146553,8414,320073,26777,125722,11441,0,0,31422,3540,0,0,30625,2607,0,0,31200,4869,0,0,35930,5806,0,0,21158,1635,0,0,32099,2580,0,0,52256,873,0,0,35078,2683,0,0,15650,1306,0,0
01. Janeiro,60,Tecidos de malha,261946,22708,536691,248762,144574,11527,436786,206518,8159,428,348597,133149,81472,6198,632891,203155,16484,3198,279309,123504,48562,2323,106879,36197,67744,4186,192078,75199,78622,4030,173428,67193,42202,2041,303065,109535,24746,1105,668771,193342,0,0,622150,153058,18230,2010,406201,87367,0,0,155065,28439,0,0,114493,19025,0,0,91166,24246,0,0,70207,9646,0,0,0,0,1018,125,0,0,0,0,0,0,0,0,0,0,20111,4037,0,0,213671,39186,0,0,0,0,0,0,0,0,0,0,64575,4344,0,0,151,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,59,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",24055,2350,252555,75687,25910,2712,193519,62931,3538,6,164142,53793,73495,8745,350064,129577,50661,8116,135477,24355,15135,1751,87491,14670,9649,2042,100847,24983,40320,5822,225747,60818,28413,3880,162678,42468,2601,33,54084,2328,4338,68,342868,36274,7974,138,170535,5668,16833,1205,136924,7182,684,2,149859,18033,0,0,105558,7998,704,64,1873,6,1093,85,81691,2139,12497,946,19636,176,359,43,16142,333,496,42,89216,13051,1128,61,14341,404,368,40,58248,668,241,25,33853,678,8356,670,0,0,2627,447,23742,172,0,0,11779,319,2168,201,0,0,131,0,11058,174,0,0,12152,336
01. Janeiro,58,Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,20169,2765,58618,21437,2216,193,109387,9913,9761,510,67784,7076,40685,5837,166857,50375,61010,8597,75214,29043,11313,1048,48537,18503,22803,3188,8999,3180,45261,5951,108016,37523,28285,3261,118210,38896,77843,8577,32397,10366,118819,11019,69321,9053,31623,2482,97121,13152,140551,12953,227698,29117,175298,15981,0,0,213707,21186,58808,15452,0,0,51840,8271,9146,791,30823,924,51327,4428,8683,260,0,0,0,0,610,29,0,0,0,0,0,0,0,0,0,0,0,0,17655,1020,2869,66,0,0,0,0,0,0,0,0,1213,22,0,0,0,0,5920,562,0,0,0,0,0,0
01. Janeiro,56,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",5652,24,901718,223130,3692,16,136245,44681,110,1,367168,112216,6419,604,179305,64180,5911,7,135469,66609,2667,61,143760,78226,13399,1315,33184,11959,3006,9,26892,14080,962,5,23365,13860,3086,78,18418,730,605,1,68595,33086,26723,2746,37684,2265,97,1,91673,5821,0,0,36784,14750,308,20,4496,496,803,189,15598,1204,0,0,28962,1523,0,0,1131,10,0,0,1214,11,42,4,125,2,2238,227,1168,5,4650,1244,120413,23527,0,0,107466,16906,0,0,9277,116,0,0,32113,9334,0,0,72292,15597,0,0,3314,215,0,0,1902,320,7265,2000,3180,453
01. Janeiro,55,"Fibras sintéticas ou artificiais, descontínuas",6344,841,1427058,532763,13850,1762,890985,244892,216,19,487171,199372,4609,374,563839,237192,7620,872,1233334,449331,1696,146,401760,272980,699,57,309379,107598,1514,128,499971,290230,2843,285,343982,132202,1594,133,170189,59130,4435,314,109241,40903,6811,447,135806,38729,15517,1214,356296,123680,0,0,21776,10400,0,0,855129,279896,0,0,785148,287504,0,0,48827,21874,0,0,0,0,0,0,146902,62757,0,0,0,0,0,0,116901,73069,0,0,177626,103110,265,21,0,0,0,0,0,0,134,27,0,0,0,0,0,0,0,0,53345,4485,0,0,0,0,0,0,0,0
01. Janeiro,54,Filamentos sintéticos ou artificiais,3022,394,4376322,2029713,6479,698,2126625,569986,10780,1273,1320309,755514,875336,308958,1821881,675038,56887,7729,934459,346238,25291,3145,1020484,508499,8437,47,1227753,327308,6602,622,1746572,1085124,3215,376,534628,244818,88386,22266,1395905,565074,24374,1743,2780652,738387,25326,2257,1543906,475645,155738,18700,1079658,395020,281113,25114,972606,308591,128018,9724,764220,287879,98666,6436,1005881,606923,25473,1685,42929,9500,34614,3060,258890,121531,15575,1212,326372,95004,9225,1784,36096,20055,33251,6399,468516,342902,32946,6807,468490,383762,14844,2736,4001,518,10572,1818,536871,446121,44874,7414,800816,375913,10196,1490,136512,47240,0,0,408175,157881,0,0,295139,70801,0,0,0,0
01. Janeiro,52,Algodão,31571,3658,124796,42444,44426,4320,0,0,18976,1510,204961,51159,281473,32671,169664,18499,177693,24686,378835,145424,15611,1833,106708,38102,38374,4308,131302,39643,24526,3029,456853,143918,5957,653,56022,18576,3853,561,155066,60174,5794,635,121113,39194,101326,11258,203520,55728,69508,6525,0,0,143691,13567,0,0,149359,13181,353903,102222,130621,12274,137382,72122,161656,14548,171130,13016,70016,6610,246832,50074,80544,12901,3354,136,63657,8804,0,0,35694,5176,0,0,61766,11337,0,0,34711,4481,0,0,23057,2472,0,0,72514,10355,66120,34468,19829,2598,135837,99843,38388,4040,235191,148554,83792,8378,2258,186,234338,26777,51120,14742
01. Janeiro,49,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",222309,1232,49711,11984,457547,1557,37121,1934,266721,1503,13134,1133,72877,449,30811,12258,46763,276,46511,15248,43245,325,9805,23112,27403,684,47647,27593,35940,609,7253,5766,2826,356,11458,2837,200,51,8331,269,123133,888,71272,1942,413,206,6757,277,1097,25,4708,351,2147,42,6471,2588,432,107,5193,2879,3555,350,9999,4513,103,136,23178,5856,68,7,2788,1061,485,28,9285,3373,268,194,3908,1625,2484,113,5572,1514,47,2,34444,3871,2498,58,4825,163,3182,760,9023,1217,470,18,30898,2088,4425,337,35586,13129,0,0,42360,2726,0,0,40678,1987,1180,48,360,5
01. Janeiro,48,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",40870,104601,1690455,931412,14016,82373,985392,421526,1308,159,841226,420357,27574,17228,813005,347556,4357,890,1064630,533523,2749,88,1391300,705786,1219,1023,1466758,895614,5609,651,974994,731120,232,5,1204361,750301,48564,5194,344773,214404,21223,5971,907293,751312,51,39,234565,200396,45,52,149084,50559,0,0,77961,38404,0,0,149551,103666,1099,514,28463,16026,33887,9254,11959,5946,18681,3321,149310,56233,1075,954,60963,37560,185,150,21760,27924,329,330,131067,51858,696,323,29366,52496,100,14,4201,3452,1197,21,61882,11787,175,84,63619,76898,3781,1282,9220,1085,0,0,7204,929,271,3,15442,4393,0,0,8871,4422
01. Janeiro,44,"Madeira, carvão vegetal e obras de madeira",6369,1666,964584,625063,512,95,1003537,680415,3771,13269,1031196,682836,568,12,495377,248142,2084,14772,318322,152854,31084,432959,262534,153218,12,6,165135,98875,45818,137679,248704,140978,3971,450,95471,194359,0,0,94300,92397,78074,145026,174655,149724,4938,435,42314,21064,0,0,39578,44330,0,0,253336,51323,105369,110100,22207,19439,125143,91476,53750,33850,43232,64500,19037,19602,127956,128570,1189,67,210277,308755,14470,5846,28822,19651,0,0,108848,102106,0,0,282784,555409,353,9,161091,338128,196,112,435500,1140556,17,2,246860,674925,0,0,457738,1770379,0,0,242369,709004,0,0,664660,1643022,2,0,724044,2217524,0,0
01. Janeiro,42,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",74,0,550007,171152,5,0,837762,241086,1,1,695052,183248,26,1,493509,129044,122,2,147455,71680,9101,130,566587,206282,4500,37,390836,69989,0,0,411095,145582,0,0,122927,50950,0,0,6530,871,201,2,170939,74685,1953,76,292778,63031,274,20,89618,12030,0,0,277361,32382,2169,37,269955,79073,11,0,58035,36959,334,45,31488,25108,0,0,41091,24843,0,0,238,23,310,3,343,118,30932,2423,0,0,4565,734,143,23,0,0,235,10,4355,315,0,0,1329,64,293,11,0,0,374,5,0,0,0,0,18700,1047,990,11,0,0,0,0
01. Janeiro,40,Borracha e suas obras,177538,10478,3284593,920141,256544,13474,14707949,5343593,107381,5719,8799168,2896949,124991,10814,6210443,1612605,340335,17330,9173367,1510069,292679,20504,5680214,1570423,337525,11926,4959141,1487667,416434,34080,9190544,3208594,390981,15854,5838298,1941996,327442,12143,1083703,288349,283014,34213,1466470,341614,100667,7212,2406013,540274,152983,9189,1214871,230854,225436,10208,1083787,186106,134668,11657,364139,77932,156417,5937,501703,159860,200784,18794,493651,118290,163668,7807,227414,59545,76662,5184,180198,40083,72364,4044,133140,19006,76520,2841,332152,47616,13556,426,196400,49914,4868,845,235849,81951,54729,3047,230206,62291,66299,9280,320632,92541,21767,2392,112938,32686,25656,1603,34894,402,37506,3753,98173,32515,16505,1820,133893,27401
01. Janeiro,39,Plásticos e suas obras,2778206,795038,41401120,31003991,2845180,795746,36721186,30414920,3215743,642695,28136347,22254659,2421003,618676,35086267,16500779,1672558,342226,36694611,23522059,1809236,418516,17137869,11995474,1521940,405334,16330039,10583581,2204839,471461,18142653,13092573,1903143,357574,12275952,8146553,1521988,332982,10818989,8330864,1429819,318727,18342067,11274346,1487849,267606,7440615,2698329,2325232,446027,6305753,1962144,1792385,281330,13686164,8441191,1879216,364124,10112073,6295649,1182971,237954,6719942,4580676,1148951,317194,2390888,1602446,1937994,469160,8064628,5837016,2165386,666880,3135965,1704209,1155679,364410,2725311,1703804,1132989,274748,3038094,2487759,1012405,311174,1312475,1007788,553032,223735,805117,425803,501643,230557,1460672,1868547,636485,250956,3622818,4246576,562287,260172,2586344,1884159,476412,130345,3260670,4882826,520093,161090,1972597,1160440,285706,72750,1489955,757488
01. Janeiro,38,Produtos diversos das indústrias químicas,194734,59560,5728023,971742,13324,2405,2435561,568909,102050,84427,1674373,481201,32141,2008,1342492,357721,39163,36261,1606205,483266,8378,796,1937522,766403,16281,10173,2000146,716613,11549,4769,1043808,445752,2099,257,798595,167874,7901,1030,593500,208404,0,0,1104933,174848,3743,461,1632308,304263,0,0,508156,267820,2036,360,2159269,917941,8678,1967,1150243,296874,10210,1022,2200896,1521805,5362,749,656740,484853,10903,13588,159508,97983,1457,484,224199,174750,2900,666,267269,203510,0,0,78407,72004,2300,613,562023,147527,1029,300,115048,184140,2249,1127,86431,44917,1769,513,80874,21851,1013,450,65742,25566,4941,1739,155851,54039,1320,498,88205,40202,51686,7073,75383,10389
01. Janeiro,35,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,70020,11131,122547,29695,61738,11212,227940,80307,92665,17099,143000,33944,51583,9505,52775,28410,23345,4585,79063,23450,45886,10420,73701,73877,40009,8661,53473,12687,55731,9329,154257,106067,56364,10683,59317,20073,31663,5744,88097,13196,76249,13495,90135,10908,46371,6695,53523,4933,12491,1625,31203,2546,25678,3913,29695,12530,19313,1955,12798,1820,24714,2585,12439,6056,18451,2268,45850,3229,36588,5573,72978,14101,36972,6870,1369,172,59033,11939,40176,14926,6285,1557,956,330,36840,13416,162,7,29755,9247,61951,12751,45018,15478,104439,37962,27304,12375,56165,17637,23304,7142,142794,34032,9267,1702,34631,14787,14997,1899,19090,23000,2586,657,6640,8000
01. Janeiro,34,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",15983,1761,821982,380367,39645,2178,455588,218187,2388,1164,192407,72522,8232,1821,330294,119116,6682,341,263733,117263,5053,2664,363038,125286,2472,1627,355846,118932,5590,1473,203500,94018,8243,3089,137966,84353,4738,2978,155513,35542,5351,2720,195851,114941,2425,609,175920,41630,2406,502,247438,73038,2936,1040,246559,65920,12279,3954,318730,80732,20537,2003,454058,327532,8615,623,186084,66333,9607,1132,154549,41902,9923,2979,43813,28008,3005,655,472173,143430,400,127,361906,154787,357,143,265296,107362,294,134,201344,79200,794,158,353865,137180,1092,235,281159,120560,807,38,378224,136014,1232,76,272495,124000,25,1,232873,62691,0,0,64896,15444
01. Janeiro,33,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,155835,1030,1109789,408277,193804,1644,1606381,375236,30979,196,858481,142652,26656,406,340310,156015,75476,334,133134,78594,60772,415,118561,67381,44509,370,468,44,153986,1089,243254,17096,146145,982,115346,19601,51473,328,198706,32704,69477,383,103976,6783,24479,237,160772,40653,39838,286,21790,8504,55799,666,20360,1352,58554,504,233079,24821,44447,300,32123,3200,51467,377,0,0,48696,311,0,0,3773,56,6741,407,12626,156,0,0,2831,27,0,0,0,0,0,0,0,0,0,0,1181,66,2655,150,0,0,79400,2210,0,0,33850,865,0,0,0,0,0,0,7320,150,0,0,0,0
01. Janeiro,32,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,216451,149633,366908,73163,72234,44594,631313,155334,51619,32603,1160442,268180,7618,3180,1770203,267339,92231,52760,476530,143482,12729,4007,1047934,310760,10515,3388,366259,65560,0,0,166917,42099,54330,16056,294539,67220,0,0,367325,111084,0,0,152024,25636,454168,110003,249059,65436,0,0,566138,170749,0,0,448829,39319,0,0,523578,155655,0,0,564922,183237,1308,30,165661,15541,21818,14667,124381,24224,0,0,43710,1704,1090,20,48752,2392,2521,136,296713,165232,852,105,100482,42366,0,0,297012,89447,3391,1898,342427,70376,3539,4915,463315,76351,3250,5000,81026,11138,293,100,113271,18964,399,17,14087,806,1465,34,197992,26350
01. Janeiro,30,Produtos farmacêuticos,534714,6638,590264,1485,105918,589,2400680,34156,16688,81,1765287,29791,60022,307,1679947,23590,80752,338,2092165,24598,127724,557,2028030,39387,130686,1042,4420274,40077,208572,1299,2027487,20874,114152,855,1733947,24005,30952,198,2231717,15259,70475,302,4535281,22421,45602,264,2190902,11323,45816,269,2855089,13769,5413,27,3200461,16344,35075,185,1048931,6763,20341,81,1823262,12738,68696,551,1425352,15294,21785,132,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58735,2731,0,0,0,0,0,0,0,0,1775,500,0,0,11440,149,0,0,0,0,0,0,0,0
01. Janeiro,29,Produtos químicos orgânicos,3252449,5150934,4616521,2284911,1283707,2415841,2371924,1019089,557,18,2778275,887131,9084,1344,2522917,660213,437,2,2688181,1356359,105,6,1434133,999426,44110,7931,1419688,559344,83254,15776,445485,214788,1285,391,537085,234287,24075,300,307178,163895,5,0,721696,292056,18,0,610002,307907,29915,302,929199,373489,443,3,1949307,867158,0,0,1478228,558170,0,0,3095703,2036474,18149,450,781426,356617,0,0,521543,256505,1284,36,424205,240909,186,4,369205,198464,379,4,67106,70047,0,0,73955,63137,0,0,60676,36250,0,0,2558,2,0,0,39551,18395,2374,948,21396,6820,0,0,43343,10127,0,0,101019,18142,0,0,79437,19894
01. Janeiro,28,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",5263859,150368,4316856,5703372,6571051,161837,5248111,3503553,7183795,173519,13435920,2767507,4948569,179806,11791785,17030857,2047709,110731,5992114,1969406,4354833,233575,4964464,2595759,1081731,45764,5306035,1498886,3872965,184721,6622493,1949125,2382691,170056,4332499,1173802,3052058,153900,4500468,1224001,3167924,149858,5027957,808250,3916686,160344,6901668,1210481,3734130,99455,9547414,2561386,4257303,106955,5725226,1379841,2646505,106179,2790616,1141856,2185708,102525,2983340,978746,1845952,81300,2087448,861905,1826089,123390,3908710,825224,723122,35625,3557837,462501,1521855,112750,2269960,309632,1338211,90104,1648637,289157,473630,40500,823234,385698,498757,47500,979936,270743,411913,39100,897693,332875,390176,31480,1090898,341506,92978,7400,310558,185225,84757,8350,402449,124632,141201,12375,402997,209990,576677,49150,1430637,234590
01. Janeiro,27,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",8015,464,873471,755776,19234,524,777555,899080,2701,684,689002,820894,56,11,760191,472373,14515,3348,704777,583747,14295,730,919884,1289902,0,0,516176,438324,3791,895,261178,176682,1498,157,216238,180340,15960,520,572214,814770,9070,1485,665240,768845,0,0,538494,278326,352,8,592248,577526,0,0,2149712,3130215,138,4,126090,60291,0,0,183154,200595,0,0,8405676,10425155,0,0,30227,14881,0,0,3547059,13639071,0,0,91717,77931,0,0,304997,590680,0,0,521776,2323896,0,0,1580,552,313,296,7854,23800,0,0,0,0,0,0,854,104,0,0,2957895,27507300,0,0,153,18,39183,15380,287,25
01. Janeiro,22,"Bebidas, líquidos alcoólicos e vinagres",23572,30162,14793730,4648749,15548,25184,6412647,2088322,42768,76560,12404044,3769751,12609,22562,9351350,3622325,0,0,12440592,5529217,0,0,5474432,2003466,0,0,5109992,1947268,0,0,2779569,1150419,0,0,680845,221724,0,0,0,0,0,0,0,0,0,0,2121455,107124,0,0,511963,170287,0,0,511492,138016,0,0,20199,7650,0,0,36554,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34347,12893,0,0,36660,20322,0,0,0,0,0,0,0,0,0,0,44294,8100,0,0,26723,7650,0,0,0,0,0,0,34346,14544,1343,709,0,0
01. Janeiro,21,Preparações alimentícias diversas,75417,29235,283097,44202,0,0,370091,92150,7914,565,663884,124200,40126,9996,11300,4020,214524,29625,15152,14631,28483,2598,250046,178591,4183,35,229794,25865,0,0,153772,27218,0,0,36058,3644,0,0,170629,30716,0,0,1034113,177442,0,0,827342,57229,0,0,74130,10956,0,0,71962,7033,2680,264,62140,6618,0,0,190,69,97000,7920,880,223,1368,357,0,0,0,0,76854,26923,0,0,0,0,0,0,0,0,0,0,1866,399,0,0,0,0,0,0,35160,11063,0,0,36401,11348,0,0,0,0,0,0,13390,3649,0,0,0,0,0,0,0,0
01. Janeiro,15,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,6360828,18685420,945769,672510,3491243,15743770,194565,21215,0,0,302893,144711,0,0,110411,70648,0,0,182375,141850,0,0,399425,214069,0,0,83452,72740,0,0,34551,21600,0,0,0,0,0,0,61747,14800,0,0,0,0,0,0,176482,116948,0,0,79556,12677,0,0,126771,25129,0,0,0,0,0,0,138016,83104,0,0,0,0,0,0,11937,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6904,1900,0,0,46324,45843
01. Janeiro,09,"Café, chá, mate e especiarias",1377249,255040,0,0,118028,22503,162203,45000,0,0,1568,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36456,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20568,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,2000,0,0,10773,11528,0,0,0,0
01. Janeiro,08,Frutas; cascas de frutos cítricos e de melões,155950,198212,1298609,443268,64559,97920,0,0,102756,172048,0,0,59393,73341,0,0,21588,24480,0,0,0,0,0,0,0,0,457996,178312,26100,47520,234000,24000,11256,23760,139860,73500,34465,71280,672337,145840,89562,166320,216155,62500,122446,166320,0,0,122835,190161,573791,107479,66815,67140,176035,141430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,07,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",379103,363340,423239,132000,0,0,57800,20000,0,0,229774,183645,0,0,0,0,0,0,33600,24000,0,0,0,0,96,8,0,0,0,0,0,0,0,0,28040,15000,0,0,88803,23000,0,0,0,0,0,0,34716,52618,0,0,257589,118620,0,0,49612,47050,0,0,115000,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,30,0,0,5431,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,96,Obras diversas,38,2,950990,323654,19134,47,923503,466792,9026,59,651700,254122,11366,205,680110,196030,6279,113,480832,209692,1853,17,416337,224267,5541,33,160596,102083,4533,33,543385,230995,7151,44,205957,104821,5804,47,151757,82870,1593,9,161943,49747,9037,65,42384,14798,2758,13,36264,6960,4901,28,156092,33121,3643,17,325240,86589,10152,88,169380,84007,895,11,20188,1492,23608,917,83212,36690,4993,52,3964,191,7636,203,7508,220,4995,42,4661,500,2392,28,27103,517,746,14,13255,262,9645,67,328,0,2081,31,6,0,1540,16,7248,108,5556,81,42669,959,75,2,14774,288,34,4,14992,871
02. Fevereiro,95,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",3317,105,1996229,991311,4152,272,2090025,819143,0,0,2063872,788722,12359,1121,2307846,1038537,0,0,1756233,885411,7712,795,1992411,1032044,3024,55,1225686,499476,0,0,1334387,609831,0,0,706571,301777,0,0,234856,87161,12587,465,1408363,604470,0,0,1429009,655029,121,11,1372202,500647,305,11,159983,55031,0,0,236221,145010,216588,33735,114329,71796,86366,15375,7929,667,497951,78137,45186,9565,342039,76004,7716,107,304075,79473,52257,12158,247667,70457,11526,5463,83541,24367,0,0,50245,20251,5054,215,46919,13755,0,0,100200,20347,58598,3495,79312,20236,264229,13610,39488,12940,0,0,28170,6940,89,14,26460,6669,0,0
02. Fevereiro,94,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",30103,2417,4675624,1546915,210384,49268,3419612,1159638,60467,6815,6181743,1474217,105933,7314,4200789,841631,226266,29720,8034910,2099906,132231,13233,4555418,1021141,171230,15623,2986009,611952,89925,8790,1980517,285837,115623,10519,2172193,247551,148696,14097,828290,163249,757651,42260,1630890,218799,896584,45122,555588,99918,768515,34753,105096,20401,710085,32760,193351,38865,993201,43122,297943,64720,924477,57923,169500,38099,424390,87304,109692,20229,870530,159740,26689,3608,315243,113040,53153,7641,896735,191545,18344,6188,846084,254436,19632,6482,1118962,503767,31895,12996,926970,425730,0,0,1253520,675320,10840,6698,1143613,502013,10769,3565,1053584,497085,18437,10884,708934,160638,17454,4312,492638,146275,19766,3968,498770,99300,10851,2349
