data:text/csv;charset=utf-8,
id_ibge,location,year,age,classes,enrolled,bra_id,num_schools,bra_1,bra_3,bra_5,bra_7,bra_9,enrolled_classes,bra_display,bra_rca,wld_rca,enrolled_growth,enrolled_growth_5
4201109,"Anitápolis",2010,12.2634,31,577,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",18.612903225806452,"5SC000102",false,false,-0.0782748,
4201109,"Anitápolis",2011,12.4442,30,565,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",18.833333333333332,"5SC000102",false,false,-0.0207972,
4201109,"Anitápolis",2012,12.5576,27,547,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",20.25925925925926,"5SC000102",false,false,-0.0318584,-0.0581403
4201109,"Anitápolis",2013,12.66,28,512,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",18.285714285714285,"5SC000102",false,false,-0.06,-0.04
4201109,"Anitápolis",2014,12.76,27,544,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",20.14814814814815,"5SC000102",false,false,0.06,-0.03
4201109,"Anitápolis",2015,12.6685,29,543,"5sc000102",2,"5","5sc","5sc00","5sc0001","5sc000102",18.724137931034484,"5SC000102",false,false,-0.00183824,-0.0120731
4214300,"Rancho Queimado",2007,12.979,29,619,"5sc000103",6,"5","5sc","5sc00","5sc0001","5sc000103",21.344827586206897,"5SC000103",false,false,,
4214300,"Rancho Queimado",2008,12.9823,31,566,"5sc000103",6,"5","5sc","5sc00","5sc0001","5sc000103",18.258064516129032,"5SC000103",false,false,-0.085622,
4214300,"Rancho Queimado",2009,12.4872,29,548,"5sc000103",5,"5","5sc","5sc00","5sc0001","5sc000103",18.896551724137932,"5SC000103",false,false,-0.0318021,
4214300,"Rancho Queimado",2010,12.3173,28,520,"5sc000103",5,"5","5sc","5sc00","5sc0001","5sc000103",18.571428571428573,"5SC000103",false,false,-0.0510949,
4214300,"Rancho Queimado",2011,12.2811,27,491,"5sc000103",4,"5","5sc","5sc00","5sc0001","5sc000103",18.185185185185187,"5SC000103",false,false,-0.0557692,
4214300,"Rancho Queimado",2012,12.507,26,497,"5sc000103",4,"5","5sc","5sc00","5sc0001","5sc000103",19.115384615384617,"5SC000103",false,false,0.01222,-0.0429533
4214300,"Rancho Queimado",2013,12.31,25,456,"5sc000103",4,"5","5sc","5sc00","5sc0001","5sc000103",18.24,"5SC000103",false,false,-0.08,-0.04
4214300,"Rancho Queimado",2014,12.24,26,446,"5sc000103",4,"5","5sc","5sc00","5sc0001","5sc000103",17.153846153846153,"5SC000103",false,false,-0.02,-0.04
4214300,"Rancho Queimado",2015,12.3624,25,447,"5sc000103",4,"5","5sc","5sc00","5sc0001","5sc000103",17.88,"5SC000103",false,false,0.00224215,-0.029801
4215901,"São Bonifácio",2007,11.5879,27,478,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",17.703703703703702,"5SC000104",false,false,,
4215901,"São Bonifácio",2008,11.7208,26,437,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",16.807692307692307,"5SC000104",false,false,-0.0857741,
4215901,"São Bonifácio",2009,14.185,27,481,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",17.814814814814813,"5SC000104",false,false,0.100686,
4215901,"São Bonifácio",2010,11.9564,23,436,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",18.956521739130434,"5SC000104",false,false,-0.0935551,
4215901,"São Bonifácio",2011,12.18,24,450,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",18.75,"5SC000104",false,false,0.0321101,
4215901,"São Bonifácio",2012,12.1865,24,429,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",17.875,"5SC000104",false,false,-0.0466667,-0.0213985
4215901,"São Bonifácio",2013,12.07,23,407,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",17.695652173913043,"5SC000104",false,false,-0.05,-0.01
4215901,"São Bonifácio",2014,11.97,23,402,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",17.47826086956522,"5SC000104",false,false,-0.01,-0.04
4215901,"São Bonifácio",2015,12.1443,23,402,"5sc000104",5,"5","5sc","5sc00","5sc0001","5sc000104",17.47826086956522,"5SC000104",false,false,0,-0.0161069
4200903,"Angelina",2007,12.3889,61,1067,"5sc000200",17,"5","5sc","5sc00","5sc0002","5sc000200",17.491803278688526,"5SC000200",false,false,,
4200903,"Angelina",2008,12.2452,61,1044,"5sc000200",17,"5","5sc","5sc00","5sc0002","5sc000200",17.114754098360656,"5SC000200",false,false,-0.0215558,
4200903,"Angelina",2009,12.2741,60,1007,"5sc000200",16,"5","5sc","5sc00","5sc0002","5sc000200",16.783333333333335,"5SC000200",false,false,-0.0354406,
4200903,"Angelina",2010,12.3197,54,976,"5sc000200",15,"5","5sc","5sc00","5sc0002","5sc000200",18.074074074074073,"5SC000200",false,false,-0.0307845,
4200903,"Angelina",2011,12.1,55,920,"5sc000200",15,"5","5sc","5sc00","5sc0002","5sc000200",16.727272727272727,"5SC000200",false,false,-0.057377,
4200903,"Angelina",2012,12.146,54,897,"5sc000200",12,"5","5sc","5sc00","5sc0002","5sc000200",16.61111111111111,"5SC000200",false,false,-0.025,-0.0341146
4200903,"Angelina",2013,12.33,52,882,"5sc000200",11,"5","5sc","5sc00","5sc0002","5sc000200",16.96153846153846,"5SC000200",false,false,-0.02,-0.03
4200903,"Angelina",2014,12.48,65,872,"5sc000200",10,"5","5sc","5sc00","5sc0002","5sc000200",13.415384615384616,"5SC000200",false,false,-0.01,-0.03
4200903,"Angelina",2015,12.4842,63,857,"5sc000200",10,"5","5sc","5sc00","5sc0002","5sc000200",13.603174603174603,"5SC000200",false,false,-0.0172018,-0.0256697
4203709,"Canelinha",2007,11.5326,85,1932,"5sc000201",8,"5","5sc","5sc00","5sc0002","5sc000201",22.729411764705883,"5SC000201",false,false,,
4203709,"Canelinha",2008,11.57,89,1979,"5sc000201",8,"5","5sc","5sc00","5sc0002","5sc000201",22.235955056179776,"5SC000201",false,false,0.0243271,
4203709,"Canelinha",2009,11.7398,89,2018,"5sc000201",8,"5","5sc","5sc00","5sc0002","5sc000201",22.674157303370787,"5SC000201",false,false,0.0197069,
4203709,"Canelinha",2010,12.0064,86,2026,"5sc000201",10,"5","5sc","5sc00","5sc0002","5sc000201",23.558139534883722,"5SC000201",false,false,0.00396432,
4203709,"Canelinha",2011,11.7928,91,1988,"5sc000201",11,"5","5sc","5sc00","5sc0002","5sc000201",21.846153846153847,"5SC000201",false,false,-0.0187562,
4203709,"Canelinha",2012,11.851,95,2034,"5sc000201",11,"5","5sc","5sc00","5sc0002","5sc000201",21.410526315789475,"5SC000201",false,false,0.0231388,0.0103428
4203709,"Canelinha",2013,11.82,93,1931,"5sc000201",11,"5","5sc","5sc00","5sc0002","5sc000201",20.763440860215052,"5SC000201",false,false,-0.05,0
